RC_id,ADRF_id,RC_title,ADRF_title,RC_Provider,ADRF_Provider,RC_description,ADRF_description,RC_provider_id,ADRF_provider_id
dataset-275,adrf-000063,Illinois Department of Human Services Client Database,Illinois Department of Human Services (IDHS) Spell Files: Time-Varying Characteristics,Illinois Department of Human Services,"Illinois Department of Human Services (IDHS), Chapin Hall at the University of Chicago",The Client Database contains both case-level variables (those with one value being used to represent each case) and individual-level variables that relate to characteristics of the individuals who are on the cases.,"Spell files showing the months in which a give case or individual was receiving benefits based on the historical point-in-time extracts from DHS.  This information is derived from case and member status tables.  Note that the point-in-time extracts were created on a monthly basis, so it is not possible to identify daily or weekly variation in the caseload using this data.


Spell files are available for three types of benefits:

- TANF - coded “tanf46” in data files and database.
- SNAP - coded “foodstamp” in data files and database.
- general cash assistance – coded “grant” in data files and the database.  Grant spells include TANF and all other state cash assistance programs, such as disability and refugee assistance.


Spell data is available broken out by:

- case (ch_dpa_caseid) where there is a row for each unbroken spell of benefits received by at least one person with a  given case ID.
- individual (recipient number) where there is a row for each unbroken spell of benefits received by a given member, across any number of cases.
- individual/case (indcase) where there is a row for each unbroken spell of benefits received by a given individual on a given case.  These spells are similar to those in the individual file, but what is one spell in the individual file might be multiple spells in indcase if the individual moved across cases.


Note that prior work with the IL DHS data has identified both duplication and occasional reuse in the recipient number field.


You will find the complete data in the class database under the tables: idhs.case_spells, idhs.ind_spells, idhs.indcase_spells",provider-081,1
dataset-275,adrf-000074,Illinois Department of Human Services Client Database,Illinois Department of Human Services (IDHS) Cases Cancelled Due to Earnings and Newly Employed ,Illinois Department of Human Services,"Illinois Department of Human Services (IDHS), Chapin Hall at the University of Chicago",The Client Database contains both case-level variables (those with one value being used to represent each case) and individual-level variables that relate to characteristics of the individuals who are on the cases.,"This dataset, supplied by the Illinois Department of Human Services (IDHS), contains newly employed monthly lists going back to 08/2008 and cases cancelled due to earnings going back to 07/2010 for both the SNAP and TANF programs in Illinois. Case IDs have been provided by IDHS and have been enriched by related data for those case IDs from the Illinois Public Assistance Research Database from Chapin Hall at the University of Chicago. Tables are found in the database under: idhs.snap_cancelled_earnings_redacted, idhs.snap_newly_employed, idhs.tanf_cancelled_earnings_redacted, and idhs.tanf_newly_employed",provider-081,1
dataset-417,adrf-000115,Illinois Department of Labor Illinois Minimum Wage,Illinois Department of Labor (IDOL) Illinois Minimum Wage,State of Illinois Data Portal,Illinois Department of Labor (IDOL),Illinois state minimum wage hourly rates for workers 18 years of age and older from 1972 to 2014.,Illinois state minimum wage hourly rates for workers 18 years of age and older from 1972 to 2014.,provider-203,4
dataset-405,adrf-000033,"Cook County Recorder - Foreclosures, Mortgages, and Quit Claim Deeds","Cook County Recorder - Foreclosures, Mortgages, and Quit Claim Deeds",Cook County Government Open Data,Cook County Recorder of Deeds,"Foreclosures, Mortgages, and Quit Claim Deeds recorded with the Cook County Recorder of Deeds. Data covers 2013 through March 27, 2015. This dataset will be updated Quarterly. For more information see http://cookrecorder.com/ .","Foreclosures, Mortgages, and Quit Claim Deeds recorded with the Cook County Recorder of Deeds. Data covers 2013 through March 27, 2015.",provider-032,19
dataset-422,adrf-000053,North Carolina Administrative Office of the Courts Charge Codes,North Carolina Administrative Office of the Courts (AOC) Charge Codes,North Carolina Judicial Branch,"Mecklenburg County, NC Criminal Justice Services",,This dataset includes data pertaining to NC AOC Charge Codes.,provider-178,7
dataset-368,adrf-000055,Illinois Correctional Industries training dataset,IL Corrections Industries Training 2011-2016 dataset,Illinois Correctional Industries,Illinois Correctional Industries,"This data contains the individuals who participated in an Illinois Correctional Industries vocational training program for forward years 2011 - 2016. The dataset includes a 'Shop Function Code' designating the program, start and end dates of the program, and the result of that training program for the inmate in question. These data are tracked by hand by ICI's payroll unit.","This data contains the individuals who participated in an Illinois Correctional Industries vocational training program for forward years 2011 - 2016. The dataset includes a ""Shop Function Code"" designating the program, start and end dates of the program, and the result of that training program for the inmate in question. These data are tracked by hand by ICI's payroll unit. 


Please access the full dataset in course database table: idoc.il_ici_departures. Function codes details are stored in course database table: idoc.il_ici_function_codes",provider-075,41
dataset-413,adrf-000082,New York State Short-Term Occupational Employment Projections,"New York State Short-Term Occupational Employment Projections, 2013-2015",New York State Department of Labor,New York State Department of Labor,Short-term industry and occupational estimates and projections are presented for New York State and its ten labor market regions. Projections are used for assessing short-range trends in occupational employment and resulting occupational opportunities. The projections process consists of four principal phases:,"Short-term industry and occupational estimates and projections are presented for New York State and its ten labor market regions. Projections are used for assessing short-range trends in occupational employment and resulting occupational opportunities. The projections process consists of four principal phases:


1) Developing industry employment totals for the base year and industry employment estimates for the projected year. Projected year estimates are a function of national, state and local area variables including industry employment, industry indicators and labor force data.


2) Collecting and analyzing Occupational Employment Statistics (OES) program survey data from 52,000 New York employers on how many individuals they employ in each occupation. The results generate an occupational distribution or staffing pattern for each industry.


3) Applying occupational staffing patterns from the OES survey to the industry employment totals to produce base year occupational employment estimates. In turn, expected staffing pattern changes are applied to the base year pattern.  The modified staffing patterns are then applied to projected industry employment levels to obtain projected occupational employment levels.
    

4) Applying replacement rates to the projected occupational employment levels and adding growth to obtain estimates of occupational openings for approximately 800 specific occupations.",provider-170,21
dataset-414,adrf-000083,Illinois Worker Adjustment and Retraining Notification Notices of Layoffs and Closures,Illinois Worker Adjustment and Retraining Notification (WARN) Notices of Layoffs and Closures 2006-2010,Illinois Department of Commerce & Economic Opportunity,Illinois Department of Commerce and Economic Opportunity,"A WARN layoff is a plant closure or mass layoff. Under state law, employers must notify the state when they plan to lay off workers. This law is known as the WARN Act (Illinois Worker Adjustment and Retraining Notification Act). This dataset was generated by ADRF participants who downloaded PDF WARN reports from the state website at https://www.illinois.gov/dceo/WorkforceDevelopment/warn/Pages/default.aspx, extracted their information to a spreadsheet and used SAS to realign the data into columns.","A WARN layoff is a plant closure or mass layoff. Under state law, employers must notify the state when they plan to lay off workers. This law is known as the WARN Act (Illinois Worker Adjustment and Retraining Notification Act). This dataset was generated by ADRF participants who downloaded PDF WARN reports from the state website at https://www.illinois.gov/dceo/WorkforceDevelopment/warn/Pages/default.aspx, extracted their information to a spreadsheet and used SAS to realign the data into columns. 


Records are for the time period from 2006 to 2010 and include the month and year of the layoff report, the name, address, county and The North American Industry Classification System (NAICS) code for the employer, as well as the type of event being reported (e.g., Layoff or Closing). FIPS codes and Standard Industrial Classification (SIC) numbers were also added to the records.",provider-078,46
dataset-415,adrf-000087,Mapping Police Violence Data,Mapping Police Violence 2013 - 2017,Mapping Police Violence,Mapping Police Violence,"Data compiled about fatal police shootings in the United States from FatalEncounters.org, the U.S. Police Shootings Database and Killed by Police.net. The data are presented and available for download from mappingpoliceviolence.org. Population data from the US Census Bureau American Community Survey is also included in report tables.","Data compiled about fatal police shootings in the United States from FatalEncounters.org, the U.S. Police Shootings Database and KilledbyPolice.net. The data are presented and available for download from mappingpoliceviolence.org. Population data from the US Census Bureau American Community Survey is also included in report tables.


Note: to avoid possible deidentification of individuals in other datasets, name and address columns have been removed.


Additional dataset information can be found in: mapping_police_violence_about_the_data.pdf",provider-114,31
dataset-169,adrf-000096,Missouri Unemployment Insurance,Missouri Unemployment Insurance (UI) wage 2006-2016,Missouri Department of Labor and Industrial Relations,Missouri Office of Administration,UI-related data on employment and unemployment.,"Quarterly records of wages for every job held by each person in the state of Missouri from 2006 to 2016. This data is derived from the Missouri state Unemployment Insurance (UI) wage file that is supplied to the United States Census Bureau for use in producing Quarterly Workforce Indicators (QWI).


The mo_wage_percentile table provides the quarterly percentile values of the number of jobs, average earnings, and total earnings for employees' covered sector jobs across the state of MO by year and quarte. These data are derived from the kcmo_lehd.mo_wage table for the years 2006- 2016. The code used to create this table is provided in the create-mo-wage-percentiles.ipynb notebook. Data usage example: for all the people employed in a covered sector in MO in 2008q2, the median value of the number of jobs would be found in column ""job_qtile"" where the row is year=2008, q=2, and pctile=50


The summary of this dataset’s fields is a sample of records only. Please access the full dataset in the partitioned course database table: kcmo_lehd.mo_wage.",provider-144,30
dataset-439,adrf-000098,Kansas City Energy and Water Consumption data,"Kansas City, Missouri Water Customer Data",OpenData KC,The City of Kansas City,,"Kansas City, Missouri water utility customer data. Includes water consumption histories from 2009 - 2018, details and GIS location for premises where water services are delivered, account and service details, code details, and a table for connecting premises via hashed Federal Employer ID Numbers (EIN) for with records in the Missouri LEHD wage and employers data. ",provider-185,37
dataset-416,adrf-000100,Kansas City Missouri Business Licenses,"Kansas City, Missouri Business Licenses",City of Kansas City,City of Kansas City,"Data for persons or businesses with a current business license with the City of Kansas City, Missouri. Includes business licenses from 2013-2018","Data for persons or businesses with a current business license with the City of Kansas City, Missouri. Includes business licenses from 2013-2018


All persons (sole proprietors, partnerships, and corporations) who conduct business in Kansas City, Mo., must obtain a business license for that activity. A license is valid for the calendar year in which it is issued. Business licenses expire on Dec. 31 of each year.


The source where this data comes from is updated weekly and provides only current-year business license information for businesses that are considered “currently licensed” by the City of Kansas City, Missouri. “Currently licensed” means the business has been issued a business license for the current year.


This dataset is located in the database at ""public.mo_business_licenses""",provider-024,35
dataset-375,adrf-000103,Kansas City Police Department Crime Data,Kansas City Police Department Crime Data 2009-2018,Kansas City Missouri Police Department,"Board of Police Commissioners of Kansas City, Missouri",,"Kansas City Police Department Crime data as collected from the Kansas City Missouri open data portal for the years 2009-April 2018 and compiled into a single dataset.



This is the most current information as of the date of upload. This provides the user the ability to view the most current crime information within Kansas City, Missouri. The displayed information is the most current information from the data source as of the date of upload. The data source is dynamic and therefore constantly changing. Changes to the information may occur, as incident information is refined. While the Board of Police Commissioners of Kansas City, Missouri (Board) makes every effort to maintain and distribute accurate information, no warranties and/or representations of any kind are made regarding information, data or services provided. The Board is not responsible for misinterpretation of this information and makes no inference or judgment as to the relative safety to any particular area or neighborhood. In no event shall the Board be liable in any way to the users of this data. Users of this data shall hold the Board harmless in all matters and accounts arising from the use and/or accuracy of this data.",provider-103,28
dataset-376,adrf-000121,Indiana Public Higher Education Enrollment Data,"Indiana Public Higher Education Enrollments, 2005-2006 Through 2017-2018",Indiana Commission for Higher Education,Indiana Commission for Higher Education (CHE),,"Enrollment records from all public higher institutions in Indiana. This set includes records level data, including year of enrollment, social security number, degree by CIP and degree level of enrollment program, demographics, residency status at time of college entry, location of origin, degree seeking indicator, and entry type of student. Private institutions in Indiana are not included in this dataset.",provider-083,5
dataset-377,adrf-000122,Indiana Public Higher Education Completion Data,Indiana Public Higher Education Degree Completions 2005-2006 Through 2017-2018,Indiana Commission for Higher Education,Indiana Commission for Higher Education (CHE),,"Degree completion records from all public higher institutions in Indiana. This set includes records level data, including year of degree completions, social security number, degree by CIP and degree level of program of degree completions, demographics, residency status at time of college entry, location of origin, and date on which the student received their degree. Private institutions in Indiana are not included in this dataset.",provider-083,5
dataset-522,adrf-000132,Indiana Temporary Assistance for Needy Families,Indiana Temporary Assistance for Needy Families (TANF) Data,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration (FSSA),Temporary Assistance for Needy Families (TANF) provides temporary cash for families in need.,"Temporary Assistance for Needy Families (TANF) Data for the state of Indiana. Temporary Assistance for Needy Families is a program that provides cash assistance and supportive services to assist families with children under age 18, helping them achieve economic self-sufficiency. Children under 18 who are living with their parent(s) or relative such as a grandparent, aunt, uncle etc., who meet specific nonfinancial criteria and whose countable family monthly income meets the following income guidelines. Data includes information about children, adults, and families in the TANF program in the state of Indiana. This includes demographic data, information about custodian job search, community service hours, EITC information, and family relationships of recipients.",provider-086,42
dataset-025,adrf_000134,FoodAPS National Household Food Acquisition and Purchase Survey,FoodAPS National Household Food Acquisition and Purchase Survey,US Department of Agriculture,United States Department of Agriculture (USDA),USDA's National Household Food Acquisition and Purchase Survey (FoodAPS) is the first nationally representative survey of American households to collect unique and comprehensive data about household food purchases and acquisitions.,"USDA's National Household Food Acquisition and Purchase Survey (FoodAPS) is the first nationally representative survey of American households to collect unique and comprehensive data about household food purchases and acquisitions. Detailed information was collected about foods purchased or otherwise acquired for consumption at home and away from home, including foods acquired through food and nutrition assistance programs. The survey includes nationally representative data from 4,826 households, including Supplemental Nutrition Assistance Program (SNAP) households, low-income households not participating in SNAP, and higher income households.",provider-226,8
dataset-026,adrf_000135,Supplemental Nutrition Assistance Program,Supplemental Nutrition Assistance Program (SNAP) Administrative Data,US Department of Agriculture,United States Department of Agriculture (USDA),"The Supplemental Nutrition Assistance Program (SNAP) Data System provides time-series data on State and county-level estimates of SNAP participation and benefit levels, combined with area estimates of total population and the number of persons in poverty.",Administrative data for the Supplemental Nutrition Assistance Program (SNAP). SNAP provides nutrition benefits to supplement the food budget of needy families so they can purchase healthy food and move towards self-sufficiency.,provider-226,8
dataset-428,adrf-000136,Higher Education Research and Development Survey,Higher Education Research and Development Survey (HERD) 2010-2017,National Science Foundation,National Science Foundation (NSF),"The survey collects information on R&D expenditures by field of research and source of funds and also gathers information on types of research, expenses, and headcounts of R&D personnel.","This file includes publicly available Higher Education Research and Development Survey data downloaded from NSF in July 2019. HERD is the primary source of information on R&D expenditures at U.S. colleges and universities. The survey is an annual census of institutions that expended at least $150,000 in separately accounted for R&D in the fiscal year. In addition to R&D expenditures, this provides data on institutional characteristics (i.e., highest degree granted, historically black college or university [HBCU], high Hispanic enrollment [HHE], public or private control).",provider-162,49
dataset-370,adrf-000142,Survey of Earned Doctorates,Survey of Earned Doctorates (SED),National Science Foundation,National Center for Science and Engineering Statistics (NCSES),"The Survey of Earned Doctorates (SED) gathers information annually from approximately 50,000 new research doctorate graduates from U.S. universities about their educational histories, funding sources, and post-doctoral plans.","The Survey of Earned Doctorates (SED) is an annual census conducted since 1957 of all individuals receiving a research doctorate from an accredited U.S. institution in a given academic year. The SED is sponsored by the National Center for Science and Engineering Statistics (NCSES) within the National Science Foundation (NSF) and by five other federal agencies: the National Institutes of Health, Department of Education, Department of Agriculture, National Endowment for the Humanities, and National Aeronautics and Space Administration. The SED collects information on the doctoral recipient's educational history, demographic characteristics, and postgraduation plans. Results are used to assess characteristics of the doctoral population and trends in doctoral education and degrees.",provider-162,48
dataset-371,adrf-000144,Survey of Doctorate Recipients,Survey of Doctorate Recipients (SDR),National Science Foundation,National Center for Science and Engineering Statistics (NCSES),"The Survey of Doctorate Recipients (SDR) provides demographic, education, and career history information from individuals with a U.S. research doctoral degree in a science, engineering, or health (SEH) field.","A subset of the Survey of Doctorate Recipients restricted survey data. This subset includes respondents from the cohort of FY 2008 - 2013; The data set is extracted from the SDR RUF for the Coleridge Initiative training class - Applied Data Analytics, sponsored by NCSES",provider-162,48
dataset-328,adrf-000137,Quarterly Census of Employment and Wages,Quarterly Census of Employment and Wages (QCEW),US Bureau of Labor Statistics,Bureau of Labor Statistics (BLS),"The Quarterly Census of Employment and Wages (QCEW) program publishes a quarterly count of employment and wages reported by employers covering more than 95 percent of U.S. jobs, available at the county, MSA, state and national levels by industry.","This version of the Quarterly Census of Employment and Wages (QCEW) covers annual location quotients for counties by two-digit NAICS codes from 2001-2018. Raw QCEW data was downloaded from the Bureau of Labor Statistic's website (https://www.bls.gov/cew/downloadable-data-files.htm). In order to generate this structure several data manipulation operations were done on the raw QCEW data. Most notably, the QCEW is originally structured at the FIPS/NAICS/Ownership level, with “Ownership” referring to the governmental ownership status of the associated establishments(e.g. private, federal government, local government, etc). In order to reduce the dataset to the FIPS/NAICS level, the raw location quotients were combined using weighted averages based on establishment count. In addition, county/NAICS combinations that did not pass BLS’ disclosure standards are not included and state level statistics for each industry are not included.",provider-224,11
dataset-425,adrf-000139,"Universities: Measuring the Impacts of Research on Innovation, Competitiveness, and Science","Universities: Measuring the Impacts of Research on Innovation, Competitiveness, and Science (UMETRICS)",Institute for Research on Innovation and Science (IRIS),Institute for Research on Innovation and Science (IRIS),"Long term, comprehensive data about academic researchers.","UMETRICS consists of administrative data on member universities' research employment and expenditures. UMETRICS Award data consists of per-month transactions on member university awards, with information such as the award number, award title, campus, overhead charged, and direct expenditures. The UMETRICS Award Micro Core is a subset of this dataset, limited to the awards found in the UMETRICS Semester Core dataset. It is also limited to the years 2012-2015.",provider-088,47
