match	certainty	uuid	hit_sur	hit_giv	auth_sur	auth_giv	source	fuzzy	sur_equal	sur_len_diff	sur_nrm_equal	sur_dec_equal	sur_sim	giv_equal	giv_len_diff	giv_nrm_equal	giv_dec_equal	giv_sim	init_sub
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-e473b8ba2c0044fda02d'	b'Zhang'	b'Qi'	b'Zhang'	b'Qi'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-badd4760e31cf4cbe59e'	b'Tang'	b'Chuanyi'	b'Tang'	b'Chuanyi'
0.8	0	0	6	0	0.75	1	5	1	1	0	1	1.0	1	0.75	b'author-15eb6c70a70a4b9e6e91'	b'McLaughlin'	b'Patrick William'	b'Mclaughlin'	b'Patrick William'
0.8	0	0	4	0	0.7142857142857143	1	5	1	1	0	1	1.0	1	0.7142857142857143	b'author-ca2ded9d085085c425c1'	b'Diggs'	b'Leigh Ann'	b'Diggs'	b'Leigh Ann'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-e473b8ba2c0044fda02d'	b'Zhang'	b'Qi'	b'Zhang'	b'Qi'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-badd4760e31cf4cbe59e'	b'Tang'	b'Chuanyi'	b'Tang'	b'Chuanyi'
1.0	0	0	-8	0	0.6363636363636364	1	1	1	1	0	1	1.0	1	0.6363636363636364	b'author-15eb6c70a70a4b9e6e91'	b'McLaughlin'	b'Patrick William'	b'McLaughlin'	b'Patrick'
1.0	0	0	-4	0	0.7142857142857143	1	1	1	1	0	1	1.0	1	0.7142857142857143	b'author-ca2ded9d085085c425c1'	b'Diggs'	b'Leigh Ann'	b'Diggs'	b'Leigh'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-e473b8ba2c0044fda02d'	b'Zhang'	b'Qi'	b'Zhang'	b'Qi'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-badd4760e31cf4cbe59e'	b'Tang'	b'Chuanyi'	b'Tang'	b'Chuanyi'
1.0	0	0	-8	0	0.6363636363636364	1	4	1	1	0	1	1.0	1	0.6363636363636364	b'author-15eb6c70a70a4b9e6e91'	b'McLaughlin'	b'Patrick William'	b'McLaughlin'	b'Patrick'
1.0	0	0	-4	0	0.7142857142857143	1	4	1	1	0	1	1.0	1	0.7142857142857143	b'author-ca2ded9d085085c425c1'	b'Diggs'	b'Leigh Ann'	b'Diggs'	b'Leigh'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-e473b8ba2c0044fda02d'	b'Zhang'	b'Qi'	b'Zhang'	b'Qi'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-badd4760e31cf4cbe59e'	b'Tang'	b'Chuanyi'	b'Tang'	b'Chuanyi'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-15eb6c70a70a4b9e6e91'	b'McLaughlin'	b'Patrick W.'	b'McLaughlin'	b'Patrick W.'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-ca2ded9d085085c425c1'	b'Diggs'	b'Leigh'	b'Diggs'	b'Leigh'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-e473b8ba2c0044fda02d'	b'Zhang'	b'Qi'	b'Zhang'	b'Qi'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-badd4760e31cf4cbe59e'	b'Tang'	b'Chuanyi'	b'Tang'	b'Chuanyi'
0.8	0	0	6	0	0.75	1	5	1	1	0	1	1.0	1	0.75	b'author-15eb6c70a70a4b9e6e91'	b'McLaughlin'	b'Patrick William'	b'Mclaughlin'	b'Patrick William'
0.8	0	0	4	0	0.7142857142857143	1	5	1	1	0	1	1.0	1	0.7142857142857143	b'author-ca2ded9d085085c425c1'	b'Diggs'	b'Leigh Ann'	b'Diggs'	b'Leigh Ann'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-e473b8ba2c0044fda02d'	b'Zhang'	b'Qi'	b'Zhang'	b'Qi'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-badd4760e31cf4cbe59e'	b'Tang'	b'Chuanyi'	b'Tang'	b'Chuanyi'
1.0	0	0	-8	0	0.6363636363636364	1	1	1	1	0	1	1.0	1	0.6363636363636364	b'author-15eb6c70a70a4b9e6e91'	b'McLaughlin'	b'Patrick William'	b'McLaughlin'	b'Patrick'
1.0	0	0	-4	0	0.7142857142857143	1	1	1	1	0	1	1.0	1	0.7142857142857143	b'author-ca2ded9d085085c425c1'	b'Diggs'	b'Leigh Ann'	b'Diggs'	b'Leigh'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-e473b8ba2c0044fda02d'	b'Zhang'	b'Qi'	b'Zhang'	b'Qi'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-badd4760e31cf4cbe59e'	b'Tang'	b'Chuanyi'	b'Tang'	b'Chuanyi'
1.0	0	0	-8	0	0.6363636363636364	1	4	1	1	0	1	1.0	1	0.6363636363636364	b'author-15eb6c70a70a4b9e6e91'	b'McLaughlin'	b'Patrick William'	b'McLaughlin'	b'Patrick'
1.0	0	0	-4	0	0.7142857142857143	1	4	1	1	0	1	1.0	1	0.7142857142857143	b'author-ca2ded9d085085c425c1'	b'Diggs'	b'Leigh Ann'	b'Diggs'	b'Leigh'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-41d2ce55a05e5cb6e030'	b'Freedman'	b'David S.'	b'Freedman'	b'David S.'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-d1b98854cb90d60b8ea7'	b'Sharma'	b'Andrea J.'	b'Sharma'	b'Andrea J.'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-0df2d4f1d7def6cd9192'	b'Hamner'	b'Heather C.'	b'Hamner'	b'Heather C.'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-fe265cf6b86d57efd9f8'	b'Pan'	b'Liping'	b'Pan'	b'Liping'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-825c92902a8334cfb194'	b'Panzera'	b'Anthony'	b'Panzera'	b'Anthony'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-eb971805d690a98d05de'	b'Smith'	b'Ray B.'	b'Smith'	b'Ray B.'
0.9	1	1	0	1	1.0	1	2	1	1	0	1	1.0	1	1.0	b'author-0ab77a8e74acdc09f328'	b'Blanck'	b'Heidi M.'	b'Blanck'	b'Heidi M.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-41d2ce55a05e5cb6e030'	b'Freedman'	b'David S.'	b'Freedman'	b'David S'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-d1b98854cb90d60b8ea7'	b'Sharma'	b'Andrea J.'	b'Sharma'	b'Andrea J.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-0df2d4f1d7def6cd9192'	b'Hamner'	b'Heather C.'	b'Hamner'	b'Heather C.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-fe265cf6b86d57efd9f8'	b'Pan'	b'Liping'	b'Pan'	b'Liping'
0.8	0	0	8	0	0.6363636363636364	1	5	1	1	0	1	1.0	1	0.6363636363636364	b'author-825c92902a8334cfb194'	b'Panzera'	b'Anthony Dominic'	b'Panzera'	b'Anthony Dominic'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-eb971805d690a98d05de'	b'Smith'	b'Ray B.'	b'Smith'	b'Ray B'
0.8	0	0	6	0	0.7	1	5	1	1	0	1	1.0	1	0.7	b'author-0ab77a8e74acdc09f328'	b'Blanck'	b'Heidi Michels'	b'Blanck'	b'Heidi Michels'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-41d2ce55a05e5cb6e030'	b'Freedman'	b'David S.'	b'Freedman'	b'David S.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-d1b98854cb90d60b8ea7'	b'Sharma'	b'Andrea J.'	b'Sharma'	b'Andrea J.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-0df2d4f1d7def6cd9192'	b'Hamner'	b'Heather C.'	b'Hamner'	b'Heather C.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-fe265cf6b86d57efd9f8'	b'Pan'	b'Liping'	b'Pan'	b'Liping'
1.0	0	0	-8	0	0.6363636363636364	1	1	1	1	0	1	1.0	1	0.6363636363636364	b'author-825c92902a8334cfb194'	b'Panzera'	b'Anthony Dominic'	b'Panzera'	b'Anthony'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-eb971805d690a98d05de'	b'Smith'	b'Ray B.'	b'Smith'	b'Ray B.'
1.0	0	0	-6	0	0.7	1	1	1	1	0	1	1.0	1	0.7	b'author-0ab77a8e74acdc09f328'	b'Blanck'	b'Heidi Michels'	b'Blanck'	b'Heidi M.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-41d2ce55a05e5cb6e030'	b'Freedman'	b'David S.'	b'Freedman'	b'David S.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-d1b98854cb90d60b8ea7'	b'Sharma'	b'Andrea J.'	b'Sharma'	b'Andrea J.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-0df2d4f1d7def6cd9192'	b'Hamner'	b'Heather C.'	b'Hamner'	b'Heather C.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-fe265cf6b86d57efd9f8'	b'Pan'	b'Liping'	b'Pan'	b'Liping'
1.0	0	0	-8	0	0.6363636363636364	1	4	1	1	0	1	1.0	1	0.6363636363636364	b'author-825c92902a8334cfb194'	b'Panzera'	b'Anthony Dominic'	b'Panzera'	b'Anthony'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-eb971805d690a98d05de'	b'Smith'	b'Ray B.'	b'Smith'	b'Ray B.'
1.0	0	0	-6	0	0.7	1	4	1	1	0	1	1.0	1	0.7	b'author-0ab77a8e74acdc09f328'	b'Blanck'	b'Heidi Michels'	b'Blanck'	b'Heidi M.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-5e7a82c89ad3a261959a'	b'Deming'	b'Denise M.'	b'Deming'	b'Denise M.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-5a26898936cb59475eb5'	b'Briefel'	b'Ronette R.'	b'Briefel'	b'Ronette R.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-387564d351b3a280e84f'	b'Reidy'	b'Kathleen C.'	b'Reidy'	b'Kathleen C.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-5e7a82c89ad3a261959a'	b'Deming'	b'Denise M.'	b'Deming'	b'Denise M.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-5a26898936cb59475eb5'	b'Briefel'	b'Ronette R.'	b'Briefel'	b'Ronette R.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-387564d351b3a280e84f'	b'Reidy'	b'Kathleen C.'	b'Reidy'	b'Kathleen C.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-5e7a82c89ad3a261959a'	b'Deming'	b'Denise M.'	b'Deming'	b'Denise M.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-5a26898936cb59475eb5'	b'Briefel'	b'Ronette R.'	b'Briefel'	b'Ronette R.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-387564d351b3a280e84f'	b'Reidy'	b'Kathleen C.'	b'Reidy'	b'Kathleen C.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-5e7a82c89ad3a261959a'	b'Deming'	b'Denise M.'	b'Deming'	b'Denise M.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-5a26898936cb59475eb5'	b'Briefel'	b'Ronette R.'	b'Briefel'	b'Ronette R.'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-387564d351b3a280e84f'	b'Reidy'	b'Kathleen C.'	b'Reidy'	b'Kathleen C.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-5e7a82c89ad3a261959a'	b'Deming'	b'Denise M.'	b'Deming'	b'Denise M.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-5a26898936cb59475eb5'	b'Briefel'	b'Ronette R.'	b'Briefel'	b'Ronette R.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-387564d351b3a280e84f'	b'Reidy'	b'Kathleen C.'	b'Reidy'	b'Kathleen C.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-5e7a82c89ad3a261959a'	b'Deming'	b'Denise M.'	b'Deming'	b'Denise M.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-5a26898936cb59475eb5'	b'Briefel'	b'Ronette R.'	b'Briefel'	b'Ronette R.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-387564d351b3a280e84f'	b'Reidy'	b'Kathleen C.'	b'Reidy'	b'Kathleen C.'
0.8	0	0	6	0	0.625	1	5	1	1	0	1	1.0	1	0.625	b'author-0ca8b7048acd9dfcf3b3'	b'Serrano'	b'Elena L\xc3\xb3pez'	b'Serrano'	b'Elena L\xc3\xb3pez'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-a5de61765e40760f1a90'	b'Gresock'	b'Emily'	b'Gresock'	b'Emily'
0.8	0	0	2	0	0.8333333333333334	1	5	1	1	0	1	1.0	1	0.8333333333333334	b'author-50b1cd9486961f4ca1ea'	b'Suttle'	b'David E'	b'Suttle'	b'David E'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-5828eea412b64ab1335d'	b'Keller'	b'Adrienne'	b'Keller'	b'Adrienne'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-b4b0b610c1f255aef0f6'	b'McGarvey'	b'Elizabeth'	b'Mcgarvey'	b'Elizabeth'
1.0	0	0	-6	0	0.625	1	1	1	1	0	1	1.0	1	0.625	b'author-0ca8b7048acd9dfcf3b3'	b'Serrano'	b'Elena L\xc3\xb3pez'	b'Serrano'	b'Elena'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-a5de61765e40760f1a90'	b'Gresock'	b'Emily'	b'Gresock'	b'Emily'
1.0	0	0	-2	0	0.8333333333333334	1	1	1	1	0	1	1.0	1	0.8333333333333334	b'author-50b1cd9486961f4ca1ea'	b'Suttle'	b'David E'	b'Suttle'	b'David'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-5828eea412b64ab1335d'	b'Keller'	b'Adrienne'	b'Keller'	b'Adrienne'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-b4b0b610c1f255aef0f6'	b'McGarvey'	b'Elizabeth'	b'McGarvey'	b'Elizabeth'
1.0	0	0	-6	0	0.625	1	4	1	1	0	1	1.0	1	0.625	b'author-0ca8b7048acd9dfcf3b3'	b'Serrano'	b'Elena L\xc3\xb3pez'	b'Serrano'	b'Elena'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-a5de61765e40760f1a90'	b'Gresock'	b'Emily'	b'Gresock'	b'Emily'
1.0	0	0	-2	0	0.8333333333333334	1	4	1	1	0	1	1.0	1	0.8333333333333334	b'author-50b1cd9486961f4ca1ea'	b'Suttle'	b'David E'	b'Suttle'	b'David'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-5828eea412b64ab1335d'	b'Keller'	b'Adrienne'	b'Keller'	b'Adrienne'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-b4b0b610c1f255aef0f6'	b'McGarvey'	b'Elizabeth'	b'McGarvey'	b'Elizabeth'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-5df148e82e04c33d3c2e'	b'Whaley'	b'Shannon E.'	b'Whaley'	b'Shannon E'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-6ec9cbe8da91e358d69a'	b'Koleilat'	b'Maria'	b'Koleilat'	b'Maria'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-3aae64601172c183e571'	b'Jiang'	b'Lu'	b'Jiang'	b'Lu'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-5df148e82e04c33d3c2e'	b'Whaley'	b'Shannon E.'	b'Whaley'	b'Shannon E.'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-6ec9cbe8da91e358d69a'	b'Koleilat'	b'Maria'	b'Koleilat'	b'Maria'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-3aae64601172c183e571'	b'Jiang'	b'Lu'	b'Jiang'	b'Lu'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-5df148e82e04c33d3c2e'	b'Whaley'	b'Shannon E.'	b'Whaley'	b'Shannon E.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-6ec9cbe8da91e358d69a'	b'Koleilat'	b'Maria'	b'Koleilat'	b'Maria'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-3aae64601172c183e571'	b'Jiang'	b'Lu'	b'Jiang'	b'Lu'
1.0	0	0	-2	0	0.25	1	0	1	1	0	1	1.0	1	0.25	b'author-e125f677d6f326c46029'	b'Smith'	b'Kara Dawn'	b'Smith'	b'Kenneth'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-cd02fdb4f3ac3b10aa8d'	b'Friedman'	b'Lesli Biediger'	b'Friedman'	b'Lesli Biediger'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-bf6cd67cac53d4fd56ea'	b'Silva'	b'Monica'	b'Silva'	b'Monica'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-2abbee256bbc0c126d7a'	b'Smith'	b'Kenneth'	b'Smith'	b'Kenneth'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-cd02fdb4f3ac3b10aa8d'	b'Friedman'	b'Lesli Biediger'	b'Friedman'	b'Lesli Biediger'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-bf6cd67cac53d4fd56ea'	b'Silva'	b'Monica'	b'Silva'	b'Monica'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-2abbee256bbc0c126d7a'	b'Smith'	b'Kenneth'	b'Smith'	b'Kenneth'
1.0	0	0	-2	0	0.5714285714285714	1	0	0	0	-1	0	0.8	1	0.5714285714285714	b'author-a43920847b0fe3cc12fd'	b'Lim'	b'Younghee'	b'Li'	b'Yunshu'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-05564f57485128f7fd97'	b'Wemette'	b'Michelle'	b'Wemette'	b'Michelle'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-feed9c3ea1df54d53da2'	b'Shipp Hilts'	b'Asante'	b'Shipp Hilts'	b'Asante'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-699650a9b0ac338458a1'	b'Mack'	b'Stephanie R.'	b'Mack'	b'Stephanie R.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-55516e7159d7c297f97b'	b'Li'	b'Yunshu'	b'Li'	b'Yunshu'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-b34b886659085ca75984'	b'Eidson'	b'Millicent'	b'Eidson'	b'Millicent'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-286066aa1d562088bd51'	b'Santilli'	b'Loretta A.'	b'Santilli'	b'Loretta A.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-17f440ffb3fbff48bd4b'	b'Nguyen'	b'Trang'	b'Nguyen'	b'Trang'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-7b7c5f0e877375643397'	b'Birkhead'	b'Guthrie S.'	b'Birkhead'	b'Guthrie S.'
0.8	0	0	-7	0	0.631578947368421	1	5	1	1	0	1	1.0	1	0.631578947368421	b'author-8c9328ecdb3310a1952c'	b'McCoy'	b'Marcia Burton'	b'McCoy'	b'Marcia'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-d62bba310ff4f4e56efa'	b'Geppert'	b'Joni'	b'Geppert'	b'Joni'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-f5e3c24efe7cfd3f0750'	b'Dech'	b'Linda'	b'Dech'	b'Linda'
0.8	0	0	2	0	0.8888888888888888	1	5	1	1	0	1	1.0	1	0.8888888888888888	b'author-f87b0e7d5302c00aa823'	b'Richardson'	b'Michaela R'	b'Richardson'	b'Michaela R'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-8c9328ecdb3310a1952c'	b'McCoy'	b'Marcia Burton'	b'McCoy'	b'Marcia Burton'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-d62bba310ff4f4e56efa'	b'Geppert'	b'Joni'	b'Geppert'	b'Joni'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-f5e3c24efe7cfd3f0750'	b'Dech'	b'Linda'	b'Dech'	b'Linda'
1.0	0	0	-2	0	0.8888888888888888	1	1	1	1	0	1	1.0	1	0.8888888888888888	b'author-f87b0e7d5302c00aa823'	b'Richardson'	b'Michaela R'	b'Richardson'	b'Michaela'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-8c9328ecdb3310a1952c'	b'McCoy'	b'Marcia Burton'	b'McCoy'	b'Marcia Burton'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-d62bba310ff4f4e56efa'	b'Geppert'	b'Joni'	b'Geppert'	b'Joni'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-f5e3c24efe7cfd3f0750'	b'Dech'	b'Linda'	b'Dech'	b'Linda'
1.0	0	0	-2	0	0.8888888888888888	1	4	1	1	0	1	1.0	1	0.8888888888888888	b'author-f87b0e7d5302c00aa823'	b'Richardson'	b'Michaela R'	b'Richardson'	b'Michaela'
1.0	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-05564f57485128f7fd97'	b'Wemette'	b'Michelle'	b'Wemette'	b'Michelle'
1.0	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-feed9c3ea1df54d53da2'	b'Shipp Hilts'	b'Asante'	b'Shipp Hilts'	b'Asante'
1.0	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-01b0186eb1dbc691272c'	b'Mack'	b'Stephanie R.'	b'Mack'	b'Stephanie R.'
1.0	0	0	-2	0	0.5714285714285714	1	0	0	0	-1	0	0.8	1	0.5714285714285714	b'author-a43920847b0fe3cc12fd'	b'Lim'	b'Younghee'	b'Li'	b'Yunshu'
1.0	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-b34b886659085ca75984'	b'Eidson'	b'Millicent'	b'Eidson'	b'Millicent'
1.0	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-ef6810885dc3a2a5b121'	b'Santilli'	b'Loretta A.'	b'Santilli'	b'Loretta A.'
1.0	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-17f440ffb3fbff48bd4b'	b'Nguyen'	b'Trang'	b'Nguyen'	b'Trang'
1.0	1	1	0	1	1.0	1	0	1	1	0	1	1.0	1	1.0	b'author-4510d1834b82055c6ab1'	b'Birkhead'	b'Guthrie S.'	b'Birkhead'	b'Guthrie S.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-05564f57485128f7fd97'	b'Wemette'	b'Michelle'	b'Wemette'	b'Michelle'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-feed9c3ea1df54d53da2'	b'Shipp Hilts'	b'Asante'	b'Shipp Hilts'	b'Asante'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-699650a9b0ac338458a1'	b'Mack'	b'Stephanie R.'	b'Mack'	b'Stephanie R.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-55516e7159d7c297f97b'	b'Li'	b'Yunshu'	b'Li'	b'Yunshu'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-b34b886659085ca75984'	b'Eidson'	b'Millicent'	b'Eidson'	b'Millicent'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-286066aa1d562088bd51'	b'Santilli'	b'Loretta A.'	b'Santilli'	b'Loretta A.'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-17f440ffb3fbff48bd4b'	b'Nguyen'	b'Trang'	b'Nguyen'	b'Trang'
1.0	1	1	0	1	1.0	1	4	1	1	0	1	1.0	1	1.0	b'author-7b7c5f0e877375643397'	b'Birkhead'	b'Guthrie S.'	b'Birkhead'	b'Guthrie S.'
0.8	0	0	-7	0	0.631578947368421	1	5	1	1	0	1	1.0	1	0.631578947368421	b'author-8c9328ecdb3310a1952c'	b'McCoy'	b'Marcia Burton'	b'McCoy'	b'Marcia'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-d62bba310ff4f4e56efa'	b'Geppert'	b'Joni'	b'Geppert'	b'Joni'
0.8	1	1	0	1	1.0	1	5	1	1	0	1	1.0	1	1.0	b'author-f5e3c24efe7cfd3f0750'	b'Dech'	b'Linda'	b'Dech'	b'Linda'
0.8	0	0	2	0	0.8888888888888888	1	5	1	1	0	1	1.0	1	0.8888888888888888	b'author-f87b0e7d5302c00aa823'	b'Richardson'	b'Michaela R'	b'Richardson'	b'Michaela R'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-8c9328ecdb3310a1952c'	b'McCoy'	b'Marcia Burton'	b'McCoy'	b'Marcia Burton'
1.0	1	1	0	1	1.0	1	1	1	1	0	1	1.0	1	1.0	b'author-d62bba310ff4f4e56efa'	b'Geppert'	b'Joni'	b'Geppert'	b'Joni'
